id_team_h,id_team_v,pts_h,pts_v,w_h,w_v
15,22,104,89,1,0
1,17,83,82,1,0
29,10,113,85,1,0
17,1,104,85,1,0
3,19,101,93,1,0
1,12,118,106,1,0
5,18,105,116,0,1
22,11,103,83,1,0
14,6,99,115,0,1
23,6,101,105,0,1
11,1,104,95,1,0
10,20,120,107,1,0
3,2,96,103,0,1
10,11,112,114,0,1
18,14,103,94,1,0
16,2,94,110,0,1
1,11,106,104,1,0
17,16,111,89,1,0
6,22,89,120,0,1
6,8,142,94,1,0
5,12,71,95,0,1
3,20,114,109,1,0
1,25,75,70,1,0
20,21,109,107,1,0
12,2,108,100,1,0
10,23,105,86,1,0
25,9,96,120,0,1
2,5,132,103,1,0
16,8,81,83,0,1
20,15,92,98,0,1
16,11,121,128,0,1
23,9,123,105,1,0
9,22,102,94,1,0
1,5,105,114,0,1
2,3,129,117,1,0
25,6,100,78,1,0
4,27,95,82,1,0
13,6,110,105,1,0
14,9,100,91,1,0
10,11,120,97,1,0
21,11,70,71,0,1
23,6,97,95,1,0
1,2,128,121,1,0
6,21,99,74,1,0
26,27,95,102,0,1
27,21,93,79,1,0
24,7,113,101,1,0
8,13,91,95,0,1
30,27,98,92,1,0
25,29,84,105,0,1
21,26,103,98,1,0
12,6,72,93,0,1
2,29,121,118,1,0
21,7,132,116,1,0
2,6,118,110,1,0
3,11,108,115,0,1
27,9,86,77,1,0
16,29,109,95,1,0
19,9,104,118,0,1
12,20,99,95,1,0
17,14,107,87,1,0
3,18,109,97,1,0
24,22,102,87,1,0
29,1,97,105,0,1
21,19,114,93,1,0
16,2,97,80,1,0
20,7,105,81,1,0
25,16,109,111,0,1
11,22,113,80,1,0
3,28,100,115,0,1
13,23,77,109,0,1
11,16,117,107,1,0
3,2,116,100,1,0
26,12,102,104,0,1
16,20,88,91,0,1
12,1,121,119,1,0
3,5,117,123,0,1
2,5,122,106,1,0
2,3,107,108,0,1
11,10,100,95,1,0
30,23,92,76,1,0
6,8,122,125,0,1
6,10,115,90,1,0
9,28,109,113,0,1
19,21,82,88,0,1
9,17,103,92,1,0
5,29,95,94,1,0
29,11,128,141,0,1
13,12,98,92,1,0
9,13,107,110,0,1
29,5,89,87,1,0
19,29,106,136,0,1
13,9,127,114,1,0
11,18,107,92,1,0
6,30,98,102,0,1
3,16,95,102,0,1
28,21,94,104,0,1
17,19,95,86,1,0
1,16,100,105,0,1
9,11,107,105,1,0
6,17,111,99,1,0
29,11,82,110,0,1
7,10,105,109,0,1
30,7,110,93,1,0
22,14,122,103,1,0
2,3,128,110,1,0
8,5,111,113,0,1
30,16,104,87,1,0
5,29,101,108,0,1
27,22,93,98,0,1
3,1,72,83,0,1
4,10,102,98,1,0
29,17,77,92,0,1
27,24,100,116,0,1
7,2,96,92,1,0
13,28,97,95,1,0
22,24,104,83,1,0
3,6,102,90,1,0
5,2,95,87,1,0
19,3,103,85,1,0
29,11,121,98,1,0
6,10,99,114,0,1
21,16,117,120,0,1
12,19,93,83,1,0
18,5,114,105,1,0
28,16,91,109,0,1
14,13,99,91,1,0
19,17,94,108,0,1
18,20,101,83,1,0
22,18,91,88,1,0
21,27,86,66,1,0
9,20,115,124,0,1
22,24,103,83,1,0
13,15,110,108,1,0
17,13,101,85,1,0
21,9,89,101,0,1
25,29,95,104,0,1
6,14,91,92,0,1
27,16,94,98,0,1
20,27,108,115,0,1
29,25,78,89,0,1
16,6,114,106,1,0
6,28,107,98,1,0
6,20,91,102,0,1
16,2,112,125,0,1
19,17,115,124,0,1
9,18,122,111,1,0
21,7,100,85,1,0
12,14,86,79,1,0
28,1,130,110,1,0
3,7,99,93,1,0
23,20,105,76,1,0
1,13,114,97,1,0
1,29,90,94,0,1
10,8,115,109,1,0
9,11,108,109,0,1
1,25,88,100,0,1
28,17,87,79,1,0
1,29,108,112,0,1
11,18,111,99,1,0
22,9,109,108,1,0
20,10,132,101,1,0
10,25,96,98,0,1
11,13,100,96,1,0
13,11,116,93,1,0
11,13,122,124,0,1
20,18,93,85,1,0
3,7,101,106,0,1
